type	time	latitude	longitude	altitude (m)	name	desc
T	2024-10-18 20:04:09	41.649540000	-70.477893000	21.4		
T	2024-10-18 20:04:10	41.649546000	-70.477935000	21.4		
T	2024-10-18 20:04:11	41.649549000	-70.477948000	21.4		
T	2024-10-18 20:04:12	41.649544000	-70.477994000	21.4		
T	2024-10-18 20:04:13	41.649538000	-70.478010000	21.4		
T	2024-10-18 20:04:14	41.649536000	-70.478049000	21.3		
T	2024-10-18 20:04:15	41.649525000	-70.478103000	21.3		
T	2024-10-18 20:04:16	41.649525000	-70.478129000	21.3		
T	2024-10-18 20:04:17	41.649519000	-70.478164000	21.3		
T	2024-10-18 20:04:18	41.649517000	-70.478201000	21.2		
T	2024-10-18 20:04:19	41.649509000	-70.478253000	21.2		
T	2024-10-18 20:04:20	41.649505000	-70.478272000	21.2		
T	2024-10-18 20:04:21	41.649509000	-70.478309000	21.2		
T	2024-10-18 20:04:22	41.649516000	-70.478318000	21.1		
T	2024-10-18 20:04:23	41.649500000	-70.478351000	21.1		
T	2024-10-18 20:04:24	41.649485000	-70.478392000	21.1		
T	2024-10-18 20:04:25	41.649472000	-70.478427000	21.1		
T	2024-10-18 20:04:26	41.649465000	-70.478476000	21.1		
T	2024-10-18 20:04:27	41.649451000	-70.478528000	21.0		
T	2024-10-18 20:04:28	41.649447000	-70.478551000	21.0		
T	2024-10-18 20:04:29	41.649437000	-70.478603000	21.0		
T	2024-10-18 20:04:30	41.649434000	-70.478624000	20.9		
T	2024-10-18 20:04:31	41.649428000	-70.478662000	20.9		
T	2024-10-18 20:04:32	41.649420000	-70.478706000	20.8		
T	2024-10-18 20:04:33	41.649404000	-70.478751000	20.7		
T	2024-10-18 20:04:34	41.649398000	-70.478766000	20.7		
T	2024-10-18 20:04:35	41.649389000	-70.478801000	20.6		
T	2024-10-18 20:04:36	41.649383000	-70.478842000	20.6		
T	2024-10-18 20:04:37	41.649373000	-70.478881000	20.5		
T	2024-10-18 20:04:38	41.649371000	-70.478938000	20.4		
T	2024-10-18 20:04:39	41.649370000	-70.478959000	20.3		
T	2024-10-18 20:04:40	41.649363000	-70.479005000	20.2		
T	2024-10-18 20:04:41	41.649362000	-70.479019000	20.1		
T	2024-10-18 20:04:42	41.649356000	-70.479057000	20.0		
T	2024-10-18 20:04:43	41.649354000	-70.479101000	19.9		
T	2024-10-18 20:04:44	41.649345000	-70.479142000	19.8		
T	2024-10-18 20:04:45	41.649331000	-70.479177000	19.7		
T	2024-10-18 20:04:46	41.649322000	-70.479226000	19.6		
T	2024-10-18 20:04:47	41.649320000	-70.479243000	19.5		
T	2024-10-18 20:04:48	41.649308000	-70.479276000	19.4		
T	2024-10-18 20:04:49	41.649298000	-70.479321000	19.3		
T	2024-10-18 20:04:50	41.649296000	-70.479334000	19.3		
T	2024-10-18 20:04:51	41.649292000	-70.479380000	19.1		
T	2024-10-18 20:04:52	41.649284000	-70.479416000	19.1		
T	2024-10-18 20:04:53	41.649277000	-70.479465000	18.9		
T	2024-10-18 20:04:54	41.649264000	-70.479508000	18.8		
T	2024-10-18 20:04:55	41.649259000	-70.479524000	18.8		
T	2024-10-18 20:04:56	41.649242000	-70.479576000	18.7		
T	2024-10-18 20:04:57	41.649237000	-70.479599000	18.7		
T	2024-10-18 20:04:58	41.649227000	-70.479648000	18.6		
T	2024-10-18 20:04:59	41.649226000	-70.479666000	18.6		
T	2024-10-18 20:05:00	41.649211000	-70.479704000	18.5		
T	2024-10-18 20:05:01	41.649207000	-70.479722000	18.5		
T	2024-10-18 20:05:02	41.649192000	-70.479755000	18.5		
T	2024-10-18 20:05:03	41.649181000	-70.479808000	18.5		
T	2024-10-18 20:05:04	41.649179000	-70.479828000	18.5		
T	2024-10-18 20:05:05	41.649170000	-70.479863000	18.5		
T	2024-10-18 20:05:06	41.649160000	-70.479911000	18.5		
T	2024-10-18 20:05:07	41.649156000	-70.479926000	18.5		
T	2024-10-18 20:05:08	41.649145000	-70.479968000	18.5		
T	2024-10-18 20:05:09	41.649143000	-70.479983000	18.5		
T	2024-10-18 20:05:10	41.649129000	-70.480030000	18.5		
T	2024-10-18 20:05:11	41.649122000	-70.480048000	18.5		
T	2024-10-18 20:05:12	41.649121000	-70.480090000	18.5		
T	2024-10-18 20:05:13	41.649116000	-70.480102000	18.5		
T	2024-10-18 20:05:14	41.649104000	-70.480152000	18.6		
T	2024-10-18 20:05:15	41.649096000	-70.480171000	18.6		
T	2024-10-18 20:05:16	41.649091000	-70.480206000	18.6		
T	2024-10-18 20:05:17	41.649089000	-70.480222000	18.6		
T	2024-10-18 20:05:18	41.649086000	-70.480268000	18.7		
T	2024-10-18 20:05:19	41.649086000	-70.480279000	18.7		
T	2024-10-18 20:05:20	41.649081000	-70.480318000	18.8		
T	2024-10-18 20:05:21	41.649084000	-70.480359000	18.9		
T	2024-10-18 20:05:22	41.649071000	-70.480403000	19.0		
T	2024-10-18 20:05:23	41.649067000	-70.480420000	19.0		
T	2024-10-18 20:05:24	41.649055000	-70.480463000	19.1		
T	2024-10-18 20:05:25	41.649052000	-70.480482000	19.1		
T	2024-10-18 20:05:26	41.649039000	-70.480532000	19.3		
T	2024-10-18 20:05:27	41.649030000	-70.480550000	19.3		
T	2024-10-18 20:05:28	41.649021000	-70.480588000	19.4		
T	2024-10-18 20:05:29	41.649002000	-70.480632000	19.5		
T	2024-10-18 20:05:30	41.648995000	-70.480646000	19.6		
T	2024-10-18 20:05:31	41.648982000	-70.480686000	19.7		
T	2024-10-18 20:05:32	41.648980000	-70.480732000	19.8		
T	2024-10-18 20:05:33	41.648964000	-70.480780000	20.0		
T	2024-10-18 20:05:34	41.648955000	-70.480793000	20.0		
T	2024-10-18 20:05:35	41.648929000	-70.480820000	20.2		
T	2024-10-18 20:05:36	41.648912000	-70.480851000	20.3		
T	2024-10-18 20:05:37	41.648896000	-70.480885000	20.4		
T	2024-10-18 20:05:38	41.648882000	-70.480925000	20.5		
T	2024-10-18 20:05:39	41.648878000	-70.480942000	20.6		
T	2024-10-18 20:05:40	41.648887000	-70.480973000	20.5		
T	2024-10-18 20:05:41	41.648897000	-70.480983000	20.5		
T	2024-10-18 20:05:42	41.648907000	-70.480994000	20.5		
T	2024-10-18 20:05:43	41.648935000	-70.481028000	20.5		
T	2024-10-18 20:05:44	41.648939000	-70.481059000	20.5		
T	2024-10-18 20:05:45	41.648935000	-70.481066000	20.5		
T	2024-10-18 20:05:46	41.648931000	-70.481076000	20.5		
T	2024-10-18 20:05:47	41.648931000	-70.481086000	20.5		
T	2024-10-18 20:05:48	41.648931000	-70.481093000	20.5		
T	2024-10-18 20:05:49	41.648931000	-70.481094000	20.5		
T	2024-10-18 20:05:50	41.648922000	-70.481095000	20.5		
T	2024-10-18 20:05:51	41.648918000	-70.481091000	20.5		
T	2024-10-18 20:05:52	41.648914000	-70.481095000	20.5		
T	2024-10-18 20:05:53	41.648908000	-70.481090000	20.5		
T	2024-10-18 20:05:54	41.648910000	-70.481091000	20.5		
T	2024-10-18 20:05:55	41.648912000	-70.481092000	20.5		
T	2024-10-18 20:05:56	41.648912000	-70.481094000	20.5		
T	2024-10-18 20:05:57	41.648911000	-70.481103000	20.5		
T	2024-10-18 20:05:58	41.648912000	-70.481107000	20.5		
T	2024-10-18 20:05:59	41.648913000	-70.481113000	20.5		
T	2024-10-18 20:06:00	41.648913000	-70.481119000	20.5		
T	2024-10-18 20:06:01	41.648915000	-70.481119000	20.5		
T	2024-10-18 20:06:02	41.648915000	-70.481119000	20.5		
T	2024-10-18 20:06:03	41.648915000	-70.481119000	20.5		
T	2024-10-18 20:06:04	41.648915000	-70.481119000	20.5		
T	2024-10-18 20:06:05	41.648915000	-70.481119000	20.5		
T	2024-10-18 20:06:06	41.648896000	-70.481126000	20.5		
T	2024-10-18 20:06:07	41.648895000	-70.481122000	20.5		
T	2024-10-18 20:06:08	41.648896000	-70.481125000	20.5		
T	2024-10-18 20:06:09	41.648893000	-70.481127000	20.5		
T	2024-10-18 20:06:10	41.648892000	-70.481126000	20.5		
T	2024-10-18 20:06:11	41.648891000	-70.481132000	20.5		
T	2024-10-18 20:06:12	41.648888000	-70.481134000	20.5		
T	2024-10-18 20:06:13	41.648885000	-70.481132000	20.5		
T	2024-10-18 20:06:14	41.648884000	-70.481133000	20.5		
T	2024-10-18 20:06:15	41.648886000	-70.481131000	20.5		
T	2024-10-18 20:06:16	41.648884000	-70.481129000	20.5		
T	2024-10-18 20:06:17	41.648887000	-70.481129000	20.5		
T	2024-10-18 20:06:18	41.648891000	-70.481128000	20.5		
T	2024-10-18 20:06:19	41.648894000	-70.481127000	20.5		
T	2024-10-18 20:06:20	41.648898000	-70.481126000	20.5		
T	2024-10-18 20:06:21	41.648898000	-70.481126000	20.5		
T	2024-10-18 20:06:22	41.648898000	-70.481126000	20.5		
T	2024-10-18 20:06:23	41.648909000	-70.481131000	20.5		
T	2024-10-18 20:06:24	41.648912000	-70.481127000	20.5		
T	2024-10-18 20:06:25	41.648913000	-70.481129000	20.5		
T	2024-10-18 20:06:26	41.648913000	-70.481129000	20.5		
T	2024-10-18 20:06:27	41.648912000	-70.481125000	20.5		
T	2024-10-18 20:06:28	41.648914000	-70.481127000	20.5		
T	2024-10-18 20:06:29	41.648915000	-70.481127000	20.5		
T	2024-10-18 20:06:30	41.648915000	-70.481127000	20.5		
T	2024-10-18 20:06:31	41.648915000	-70.481127000	20.5		
T	2024-10-18 20:06:32	41.648924000	-70.481130000	20.5		
T	2024-10-18 20:06:33	41.648921000	-70.481126000	20.5		
T	2024-10-18 20:06:34	41.648921000	-70.481128000	20.5		
T	2024-10-18 20:06:35	41.648921000	-70.481130000	20.5		
T	2024-10-18 20:06:36	41.648921000	-70.481133000	20.5		
T	2024-10-18 20:06:37	41.648922000	-70.481135000	20.5		
T	2024-10-18 20:06:38	41.648922000	-70.481137000	20.5		
T	2024-10-18 20:06:39	41.648922000	-70.481140000	20.5		
T	2024-10-18 20:06:40	41.648922000	-70.481142000	20.5		
T	2024-10-18 20:06:41	41.648922000	-70.481144000	20.5		
T	2024-10-18 20:06:42	41.648923000	-70.481146000	20.5		
T	2024-10-18 20:06:43	41.648923000	-70.481149000	20.5		
T	2024-10-18 20:06:44	41.648923000	-70.481151000	20.5		
T	2024-10-18 20:06:45	41.648923000	-70.481153000	20.5		
T	2024-10-18 20:06:46	41.648924000	-70.481156000	20.5		
T	2024-10-18 20:06:47	41.648924000	-70.481158000	20.5		
T	2024-10-18 20:06:48	41.648924000	-70.481160000	20.5		
T	2024-10-18 20:06:49	41.648924000	-70.481162000	20.5		
T	2024-10-18 20:06:50	41.648925000	-70.481165000	20.5		
T	2024-10-18 20:06:51	41.648925000	-70.481167000	20.5		
T	2024-10-18 20:06:52	41.648925000	-70.481169000	20.5		
T	2024-10-18 20:06:53	41.648925000	-70.481172000	20.5		
T	2024-10-18 20:06:54	41.648925000	-70.481174000	20.5		
T	2024-10-18 20:06:55	41.648926000	-70.481176000	20.5		
T	2024-10-18 20:06:56	41.648926000	-70.481178000	20.5		
T	2024-10-18 20:06:57	41.648926000	-70.481181000	20.5		
T	2024-10-18 20:06:58	41.648926000	-70.481183000	20.5		
T	2024-10-18 20:06:59	41.648927000	-70.481185000	20.5		
T	2024-10-18 20:07:00	41.648927000	-70.481188000	20.5		
T	2024-10-18 20:07:01	41.648927000	-70.481190000	20.5		
T	2024-10-18 20:07:02	41.648927000	-70.481192000	20.5		
T	2024-10-18 20:07:03	41.648927000	-70.481194000	20.5		
T	2024-10-18 20:07:04	41.648918000	-70.481234000	20.5		
T	2024-10-18 20:07:05	41.648912000	-70.481283000	20.5		
T	2024-10-18 20:07:06	41.648898000	-70.481333000	20.4		
T	2024-10-18 20:07:07	41.648896000	-70.481354000	20.4		
T	2024-10-18 20:07:08	41.648880000	-70.481391000	20.3		
T	2024-10-18 20:07:09	41.648845000	-70.481412000	20.3		
T	2024-10-18 20:07:10	41.648833000	-70.481415000	20.2		
T	2024-10-18 20:07:11	41.648810000	-70.481438000	20.2		
T	2024-10-18 20:07:12	41.648780000	-70.481461000	20.1		
T	2024-10-18 20:07:13	41.648757000	-70.481494000	20.1		
T	2024-10-18 20:07:14	41.648754000	-70.481506000	20.1		
T	2024-10-18 20:07:15	41.648748000	-70.481542000	20.1		
T	2024-10-18 20:07:16	41.648760000	-70.481592000	20.1		
T	2024-10-18 20:07:17	41.648759000	-70.481612000	20.1		
T	2024-10-18 20:07:18	41.648763000	-70.481663000	20.1		
T	2024-10-18 20:07:19	41.648766000	-70.481683000	20.1		
T	2024-10-18 20:07:20	41.648768000	-70.481722000	20.1		
T	2024-10-18 20:07:21	41.648772000	-70.481738000	20.1		
T	2024-10-18 20:07:22	41.648777000	-70.481774000	20.1		
T	2024-10-18 20:07:23	41.648780000	-70.481816000	20.1		
T	2024-10-18 20:07:24	41.648781000	-70.481837000	20.1		
T	2024-10-18 20:07:25	41.648777000	-70.481887000	20.1		
T	2024-10-18 20:07:26	41.648779000	-70.481903000	20.1		
T	2024-10-18 20:07:27	41.648784000	-70.481957000	20.2		
T	2024-10-18 20:07:28	41.648788000	-70.481975000	20.2		
T	2024-10-18 20:07:29	41.648791000	-70.482014000	20.2		
T	2024-10-18 20:07:30	41.648787000	-70.482067000	20.3		
T	2024-10-18 20:07:31	41.648784000	-70.482085000	20.3		
T	2024-10-18 20:07:32	41.648792000	-70.482123000	20.3		
T	2024-10-18 20:07:33	41.648803000	-70.482157000	20.4		
T	2024-10-18 20:07:34	41.648799000	-70.482195000	20.5		
T	2024-10-18 20:07:35	41.648790000	-70.482239000	20.6		
T	2024-10-18 20:07:36	41.648787000	-70.482254000	20.6		
T	2024-10-18 20:07:37	41.648789000	-70.482273000	20.7		
T	2024-10-18 20:07:38	41.648801000	-70.482298000	20.7		
T	2024-10-18 20:07:39	41.648798000	-70.482335000	20.8		
T	2024-10-18 20:07:40	41.648796000	-70.482375000	20.9		
T	2024-10-18 20:07:41	41.648800000	-70.482423000	21.0		
T	2024-10-18 20:07:42	41.648801000	-70.482470000	21.2		
T	2024-10-18 20:07:43	41.648802000	-70.482486000	21.2		
T	2024-10-18 20:07:44	41.648810000	-70.482523000	21.3		
T	2024-10-18 20:07:45	41.648807000	-70.482559000	21.4		
T	2024-10-18 20:07:46	41.648807000	-70.482598000	21.4		
T	2024-10-18 20:07:47	41.648818000	-70.482645000	21.5		
T	2024-10-18 20:07:48	41.648809000	-70.482690000	21.6		
T	2024-10-18 20:07:49	41.648812000	-70.482708000	21.6		
T	2024-10-18 20:07:50	41.648814000	-70.482750000	21.7		
T	2024-10-18 20:07:51	41.648822000	-70.482800000	21.7		
T	2024-10-18 20:07:52	41.648827000	-70.482820000	21.8		
T	2024-10-18 20:07:53	41.648816000	-70.482869000	21.8		
T	2024-10-18 20:07:54	41.648816000	-70.482885000	21.9		
T	2024-10-18 20:07:55	41.648819000	-70.482926000	21.9		
T	2024-10-18 20:07:56	41.648820000	-70.482940000	21.9		
T	2024-10-18 20:07:57	41.648823000	-70.482985000	21.9		
T	2024-10-18 20:07:58	41.648824000	-70.483001000	21.9		
T	2024-10-18 20:07:59	41.648839000	-70.483043000	21.9		
T	2024-10-18 20:08:00	41.648849000	-70.483059000	21.8		
T	2024-10-18 20:08:01	41.648860000	-70.483104000	21.8		
T	2024-10-18 20:08:02	41.648863000	-70.483118000	21.8		
T	2024-10-18 20:08:03	41.648859000	-70.483159000	21.7		
T	2024-10-18 20:08:04	41.648872000	-70.483192000	21.6		
T	2024-10-18 20:08:05	41.648865000	-70.483231000	21.6		
T	2024-10-18 20:08:06	41.648880000	-70.483273000	21.5		
T	2024-10-18 20:08:07	41.648884000	-70.483290000	21.4		
T	2024-10-18 20:08:08	41.648889000	-70.483334000	21.3		
T	2024-10-18 20:08:09	41.648891000	-70.483357000	21.3		
T	2024-10-18 20:08:10	41.648901000	-70.483402000	21.2		
T	2024-10-18 20:08:11	41.648902000	-70.483418000	21.1		
T	2024-10-18 20:08:12	41.648911000	-70.483468000	21.0		
T	2024-10-18 20:08:13	41.648921000	-70.483485000	20.9		
T	2024-10-18 20:08:14	41.648930000	-70.483533000	20.8		
T	2024-10-18 20:08:15	41.648933000	-70.483547000	20.8		
T	2024-10-18 20:08:16	41.648950000	-70.483588000	20.7		
T	2024-10-18 20:08:17	41.648958000	-70.483624000	20.6		
T	2024-10-18 20:08:18	41.648968000	-70.483668000	20.5		
T	2024-10-18 20:08:19	41.648970000	-70.483682000	20.4		
T	2024-10-18 20:08:20	41.648971000	-70.483724000	20.3		
T	2024-10-18 20:08:21	41.648979000	-70.483767000	20.2		
T	2024-10-18 20:08:22	41.648984000	-70.483782000	20.2		
T	2024-10-18 20:08:23	41.648993000	-70.483817000	20.1		
T	2024-10-18 20:08:24	41.648995000	-70.483868000	20.0		
T	2024-10-18 20:08:25	41.648995000	-70.483884000	20.0		
T	2024-10-18 20:08:26	41.649002000	-70.483923000	19.9		
T	2024-10-18 20:08:27	41.649025000	-70.483962000	19.8		
T	2024-10-18 20:08:28	41.649035000	-70.483997000	19.7		
T	2024-10-18 20:08:29	41.649043000	-70.484048000	19.6		
T	2024-10-18 20:08:30	41.649051000	-70.484068000	19.6		
T	2024-10-18 20:08:31	41.649063000	-70.484113000	19.5		
T	2024-10-18 20:08:32	41.649064000	-70.484132000	19.4		
T	2024-10-18 20:08:33	41.649074000	-70.484177000	19.4		
T	2024-10-18 20:08:34	41.649080000	-70.484192000	19.3		
T	2024-10-18 20:08:35	41.649086000	-70.484231000	19.3		
T	2024-10-18 20:08:36	41.649096000	-70.484281000	19.2		
T	2024-10-18 20:08:37	41.649097000	-70.484299000	19.1		
T	2024-10-18 20:08:38	41.649109000	-70.484348000	19.1		
T	2024-10-18 20:08:39	41.649111000	-70.484369000	19.0		
T	2024-10-18 20:08:40	41.649122000	-70.484420000	19.0		
T	2024-10-18 20:08:41	41.649129000	-70.484440000	18.9		
T	2024-10-18 20:08:42	41.649143000	-70.484471000	19.1		
T	2024-10-18 20:08:43	41.649148000	-70.484507000	19.1		
T	2024-10-18 20:08:44	41.649152000	-70.484547000	19.1		
T	2024-10-18 20:08:45	41.649154000	-70.484563000	19.0		
T	2024-10-18 20:08:46	41.649169000	-70.484615000	19.0		
T	2024-10-18 20:08:47	41.649175000	-70.484633000	19.0		
T	2024-10-18 20:08:48	41.649184000	-70.484670000	18.9		
T	2024-10-18 20:08:49	41.649195000	-70.484719000	18.9		
T	2024-10-18 20:08:50	41.649201000	-70.484737000	18.9		
T	2024-10-18 20:08:51	41.649215000	-70.484783000	18.9		
T	2024-10-18 20:08:52	41.649221000	-70.484803000	18.9		
T	2024-10-18 20:08:53	41.649232000	-70.484849000	18.8		
T	2024-10-18 20:08:54	41.649238000	-70.484868000	18.8		
T	2024-10-18 20:08:55	41.649242000	-70.484906000	18.8		
T	2024-10-18 20:08:56	41.649253000	-70.484941000	18.8		
T	2024-10-18 20:08:57	41.649263000	-70.484976000	18.8		
T	2024-10-18 20:08:58	41.649275000	-70.485022000	18.8		
T	2024-10-18 20:08:59	41.649279000	-70.485035000	18.8		
T	2024-10-18 20:09:00	41.649288000	-70.485088000	18.8		
T	2024-10-18 20:09:01	41.649289000	-70.485112000	18.8		
T	2024-10-18 20:09:02	41.649297000	-70.485160000	18.9		
T	2024-10-18 20:09:03	41.649300000	-70.485177000	18.9		
T	2024-10-18 20:09:04	41.649309000	-70.485221000	18.9		
T	2024-10-18 20:09:05	41.649310000	-70.485236000	18.9		
T	2024-10-18 20:09:06	41.649318000	-70.485272000	18.9		
T	2024-10-18 20:09:07	41.649327000	-70.485309000	19.0		
T	2024-10-18 20:09:08	41.649335000	-70.485351000	19.0		
T	2024-10-18 20:09:09	41.649349000	-70.485400000	19.1		
T	2024-10-18 20:09:10	41.649350000	-70.485420000	19.1		
T	2024-10-18 20:09:11	41.649358000	-70.485455000	19.1		
T	2024-10-18 20:09:12	41.649369000	-70.485490000	19.2		
T	2024-10-18 20:09:13	41.649373000	-70.485501000	19.2		
T	2024-10-18 20:09:14	41.649374000	-70.485540000	19.2		
T	2024-10-18 20:09:15	41.649381000	-70.485589000	19.3		
T	2024-10-18 20:09:16	41.649383000	-70.485606000	19.4		
T	2024-10-18 20:09:17	41.649390000	-70.485653000	19.4		
T	2024-10-18 20:09:18	41.649391000	-70.485671000	19.5		
T	2024-10-18 20:09:19	41.649400000	-70.485713000	19.6		
T	2024-10-18 20:09:20	41.649409000	-70.485764000	19.7		
T	2024-10-18 20:09:21	41.649413000	-70.485782000	19.8		
T	2024-10-18 20:09:22	41.649426000	-70.485819000	20.0		
T	2024-10-18 20:09:23	41.649440000	-70.485868000	20.2		
T	2024-10-18 20:09:24	41.649448000	-70.485881000	20.3		
T	2024-10-18 20:09:25	41.649456000	-70.485917000	20.4		
T	2024-10-18 20:09:26	41.649466000	-70.485958000	20.6		
T	2024-10-18 20:09:27	41.649468000	-70.486004000	20.9		
T	2024-10-18 20:09:28	41.649474000	-70.486022000	21.0		
T	2024-10-18 20:09:29	41.649480000	-70.486073000	21.2		
T	2024-10-18 20:09:30	41.649482000	-70.486093000	21.3		
T	2024-10-18 20:09:31	41.649497000	-70.486138000	21.6		
T	2024-10-18 20:09:32	41.649503000	-70.486154000	21.7		
T	2024-10-18 20:09:33	41.649509000	-70.486200000	21.9		
T	2024-10-18 20:09:34	41.649511000	-70.486218000	22.0		
T	2024-10-18 20:09:35	41.649513000	-70.486266000	22.3		
T	2024-10-18 20:09:36	41.649518000	-70.486282000	22.3		
T	2024-10-18 20:09:37	41.649532000	-70.486331000	22.6		
T	2024-10-18 20:09:38	41.649536000	-70.486347000	22.7		
T	2024-10-18 20:09:39	41.649540000	-70.486384000	22.8		
T	2024-10-18 20:09:40	41.649563000	-70.486432000	23.1		
T	2024-10-18 20:09:41	41.649573000	-70.486449000	23.2		
T	2024-10-18 20:09:42	41.649581000	-70.486489000	23.3		
T	2024-10-18 20:09:43	41.649586000	-70.486504000	23.4		
T	2024-10-18 20:09:44	41.649592000	-70.486561000	23.7		
T	2024-10-18 20:09:45	41.649595000	-70.486584000	23.8		
T	2024-10-18 20:09:46	41.649614000	-70.486627000	24.0		
T	2024-10-18 20:09:47	41.649618000	-70.486641000	24.1		
T	2024-10-18 20:09:48	41.649641000	-70.486678000	24.3		
T	2024-10-18 20:09:49	41.649650000	-70.486688000	24.4		
T	2024-10-18 20:09:50	41.649664000	-70.486730000	24.6		
T	2024-10-18 20:09:51	41.649668000	-70.486743000	24.7		
T	2024-10-18 20:09:52	41.649685000	-70.486775000	24.9		
T	2024-10-18 20:09:53	41.649709000	-70.486798000	25.1		
T	2024-10-18 20:09:54	41.649719000	-70.486836000	25.3		
T	2024-10-18 20:09:55	41.649725000	-70.486854000	25.4		
T	2024-10-18 20:09:56	41.649727000	-70.486873000	25.5		
T	2024-10-18 20:09:57	41.649739000	-70.486897000	25.6		
T	2024-10-18 20:09:58	41.649755000	-70.486930000	25.8		
T	2024-10-18 20:09:59	41.649762000	-70.486943000	25.9		
T	2024-10-18 20:10:00	41.649770000	-70.486986000	26.2		
T	2024-10-18 20:10:01	41.649776000	-70.487000000	26.3		
T	2024-10-18 20:10:02	41.649798000	-70.487033000	26.5		
T	2024-10-18 20:10:03	41.649833000	-70.487059000	26.9		
T	2024-10-18 20:10:04	41.649845000	-70.487070000	27.0		
T	2024-10-18 20:10:05	41.649864000	-70.487111000	27.3		
T	2024-10-18 20:10:06	41.649876000	-70.487126000	27.4		
T	2024-10-18 20:10:07	41.649891000	-70.487169000	27.7		
T	2024-10-18 20:10:08	41.649900000	-70.487183000	27.9		
T	2024-10-18 20:10:09	41.649922000	-70.487208000	28.1		
T	2024-10-18 20:10:10	41.649938000	-70.487255000	28.4		
T	2024-10-18 20:10:11	41.649945000	-70.487272000	28.5		
T	2024-10-18 20:10:12	41.649971000	-70.487299000	28.7		
T	2024-10-18 20:10:13	41.649986000	-70.487338000	28.8		
T	2024-10-18 20:10:14	41.649993000	-70.487350000	28.9		
T	2024-10-18 20:10:15	41.650016000	-70.487376000	29.0		
T	2024-10-18 20:10:16	41.650025000	-70.487383000	29.0		
T	2024-10-18 20:10:17	41.650040000	-70.487378000	29.1		
T	2024-10-18 20:10:18	41.650043000	-70.487390000	29.1		
T	2024-10-18 20:10:19	41.650052000	-70.487398000	29.1		
T	2024-10-18 20:10:20	41.650053000	-70.487405000	29.1		
T	2024-10-18 20:10:21	41.650060000	-70.487402000	29.1		
T	2024-10-18 20:10:22	41.650068000	-70.487406000	29.1		
T	2024-10-18 20:10:23	41.650070000	-70.487408000	29.1		
T	2024-10-18 20:10:24	41.650078000	-70.487415000	29.2		
T	2024-10-18 20:10:25	41.650092000	-70.487418000	29.2		
T	2024-10-18 20:10:26	41.650099000	-70.487409000	29.2		
T	2024-10-18 20:10:27	41.650104000	-70.487413000	29.2		
T	2024-10-18 20:10:28	41.650109000	-70.487417000	29.2		
T	2024-10-18 20:10:29	41.650119000	-70.487421000	29.2		
T	2024-10-18 20:10:30	41.650125000	-70.487423000	29.2		
T	2024-10-18 20:10:31	41.650132000	-70.487426000	29.2		
T	2024-10-18 20:10:32	41.650138000	-70.487428000	29.2		
T	2024-10-18 20:10:33	41.650144000	-70.487430000	29.3		
T	2024-10-18 20:10:34	41.650152000	-70.487428000	29.3		
T	2024-10-18 20:10:35	41.650159000	-70.487426000	29.3		
T	2024-10-18 20:10:36	41.650166000	-70.487424000	29.3		
T	2024-10-18 20:10:37	41.650175000	-70.487428000	29.3		
T	2024-10-18 20:10:38	41.650188000	-70.487441000	29.3		
T	2024-10-18 20:10:39	41.650202000	-70.487451000	29.3		
T	2024-10-18 20:10:40	41.650210000	-70.487456000	29.3		
T	2024-10-18 20:10:41	41.650219000	-70.487460000	29.4		
T	2024-10-18 20:10:42	41.650227000	-70.487467000	29.4		
T	2024-10-18 20:10:43	41.650235000	-70.487477000	29.4		
T	2024-10-18 20:10:44	41.650243000	-70.487479000	29.4		
T	2024-10-18 20:10:45	41.650249000	-70.487480000	29.4		
T	2024-10-18 20:10:46	41.650256000	-70.487488000	29.4		
T	2024-10-18 20:10:47	41.650265000	-70.487494000	29.4		
T	2024-10-18 20:10:48	41.650279000	-70.487509000	29.5		
T	2024-10-18 20:10:49	41.650282000	-70.487510000	29.5		
T	2024-10-18 20:10:50	41.650294000	-70.487526000	29.5		
T	2024-10-18 20:10:51	41.650303000	-70.487543000	29.5		
T	2024-10-18 20:10:52	41.650312000	-70.487556000	29.5		
T	2024-10-18 20:10:53	41.650323000	-70.487569000	29.5		
T	2024-10-18 20:10:54	41.650336000	-70.487590000	29.6		
T	2024-10-18 20:10:55	41.650340000	-70.487600000	29.6		
T	2024-10-18 20:10:56	41.650345000	-70.487610000	29.6		
T	2024-10-18 20:10:57	41.650351000	-70.487621000	29.6		
T	2024-10-18 20:10:58	41.650360000	-70.487632000	29.6		
T	2024-10-18 20:10:59	41.650368000	-70.487640000	29.6		
T	2024-10-18 20:11:00	41.650381000	-70.487652000	29.7		
T	2024-10-18 20:11:01	41.650392000	-70.487656000	29.7		
T	2024-10-18 20:11:02	41.650400000	-70.487660000	29.7		
T	2024-10-18 20:11:03	41.650407000	-70.487669000	29.7		
T	2024-10-18 20:11:04	41.650418000	-70.487678000	29.7		
T	2024-10-18 20:11:05	41.650421000	-70.487687000	29.7		
T	2024-10-18 20:11:06	41.650429000	-70.487688000	29.8		
T	2024-10-18 20:11:07	41.650439000	-70.487692000	29.8		
T	2024-10-18 20:11:08	41.650450000	-70.487697000	29.8		
T	2024-10-18 20:11:09	41.650461000	-70.487704000	29.8		
T	2024-10-18 20:11:10	41.650467000	-70.487707000	29.8		
T	2024-10-18 20:11:11	41.650480000	-70.487715000	29.8		
